# orig_data & Leave1Out
## FBCSP + classifier

| abbr.                                          | test_score       | train_score      | params                                                                                                                                  |
| [8, 12]_2_euclid_6_SVC(C=0.5)                  | 0.561 (+/-0.060) | 0.666 (+/-0.018) | {'FBCSP__band': [8, 12], 'FBCSP__k': 2, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(C=0.5)}                    |
| [8, 12]_2_logeuclid_6_SVC(C=0.5)               | 0.561 (+/-0.060) | 0.666 (+/-0.018) | {'FBCSP__band': [8, 12], 'FBCSP__k': 2, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(C=0.5)}                 |
| [8, 12, 16]_2_logeuclid_6_SVC(kernel='poly')   | 0.556 (+/-0.058) | 0.618 (+/-0.072) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}     |
| [8, 12, 16]_2_euclid_6_SVC(kernel='poly')      | 0.556 (+/-0.058) | 0.618 (+/-0.072) | {'FBCSP__band': [8, 12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}        |
| [12, 16]_2_logeuclid_6_SVC(kernel='poly')      | 0.546 (+/-0.034) | 0.620 (+/-0.040) | {'FBCSP__band': [12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}        |
| [12, 16]_2_euclid_6_SVC(kernel='poly')         | 0.546 (+/-0.034) | 0.620 (+/-0.040) | {'FBCSP__band': [12, 16], 'FBCSP__k': 2, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}           |
| [8, 12]_8_logeuclid_6_SVC(C=0.5)               | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [8, 12], 'FBCSP__k': 8, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(C=0.5)}                 |
| [8, 12]_8_euclid_6_SVC(kernel='poly')          | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [8, 12], 'FBCSP__k': 8, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}            |
| [12, 16]_8_euclid_6_SVC(C=0.5)                 | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [12, 16], 'FBCSP__k': 8, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(C=0.5)}                   |
| [12, 16]_8_euclid_6_SVC(kernel='poly')         | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [12, 16], 'FBCSP__k': 8, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}           |
| [12, 16]_8_logeuclid_6_SVC(C=0.5)              | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [12, 16], 'FBCSP__k': 8, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(C=0.5)}                |
| [12, 16]_8_logeuclid_6_SVC(kernel='poly')      | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [12, 16], 'FBCSP__k': 8, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}        |
| [8, 12]_8_logeuclid_6_SVC(kernel='poly')       | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [8, 12], 'FBCSP__k': 8, 'FBCSP__metric': 'logeuclid', 'FBCSP__n_components': 6, 'classify': SVC(kernel='poly')}         |
| [8, 12]_8_euclid_6_SVC(C=0.5)                  | nan (+/-nan)     | nan (+/-nan)     | {'FBCSP__band': [8, 12], 'FBCSP__k': 8, 'FBCSP__metric': 'euclid', 'FBCSP__n_components': 6, 'classify': SVC(C=0.5)}                    |
